Timestamp,Symbol,Key,Details,Meta
1704063120.0,BTCUSDT,SizingDebug,Qty:0.001780,842.53|1.5000|0.001780|0.003561|0.001780|42126.46|42968.99|40441.40|3.0|50.00
1704132600.0,BTCUSDT,SizingDebug,Qty:0.001685,860.88|1.4505|0.001685|0.003370|0.001685|43043.92|42183.04|44765.68|3.0|48.35
1704155460.0,BTCUSDT,SizingDebug,Qty:0.001716,893.22|1.5330|0.001716|0.003433|0.001716|44661.06|43767.84|46447.50|3.0|51.10
1704283920.0,BTCUSDT,SizingDebug,Qty:0.000892,830.73|0.7412|0.000892|0.003569|0.000892|41536.66|42367.39|39875.19|3.0|49.42
1704284340.0,BTCUSDT,SizingDebug,Qty:0.000434,840.74|0.3645|0.000434|0.003468|0.000434|42036.97|42877.71|40355.49|3.0|48.60
1704297960.0,BTCUSDT,SizingDebug,Qty:0.000417,866.29|0.3615|0.000417|0.003338|0.000417|43314.48|42448.19|45047.06|3.0|48.20
1704321720.0,BTCUSDT,SizingDebug,Qty:0.000420,853.35|0.3585|0.000420|0.003361|0.000420|42667.62|43520.97|40960.91|3.0|47.80
1704380280.0,BTCUSDT,SizingDebug,Qty:0.000407,872.69|0.3556|0.000407|0.003259|0.000407|43634.45|42761.76|45379.82|3.0|47.41
1704419940.0,BTCUSDT,SizingDebug,Qty:0.000407,867.09|0.3526|0.000407|0.003253|0.000407|43354.31|44221.40|41620.14|3.0|47.02
1704445560.0,BTCUSDT,SizingDebug,Qty:0.000396,883.87|0.3497|0.000396|0.003165|0.000396|44193.57|43309.69|45961.31|3.0|46.63
1704470160.0,BTCUSDT,SizingDebug,Qty:0.000399,868.46|0.3468|0.000399|0.003195|0.000399|43422.92|44291.38|41686.00|3.0|46.24
